t,rs_x,rs_y,rs_z,py_x,py_y,py_z
0.8600,0.803431,-0.607635,1.551937,0.803430,-0.607634,1.551936
0.8650,0.808132,-0.612086,1.553153,0.808131,-0.612085,1.553152
0.8700,0.812794,-0.616502,1.554360,0.812793,-0.616501,1.554360
0.8750,0.817418,-0.620881,1.555559,0.817416,-0.620880,1.555559
0.8800,0.822003,-0.625226,1.556750,0.822002,-0.625225,1.556749
0.8850,0.826550,-0.629535,1.557933,0.826549,-0.629534,1.557932
0.8900,0.831059,-0.633810,1.559108,0.831058,-0.633809,1.559107
0.8950,0.835530,-0.638050,1.560274,0.835529,-0.638049,1.560274
0.9000,0.839964,-0.642256,1.561434,0.839963,-0.642254,1.561433
0.9050,0.844360,-0.646427,1.562585,0.844359,-0.646426,1.562585
0.9100,0.848720,-0.650564,1.563729,0.848718,-0.650563,1.563729
0.9150,0.853042,-0.654667,1.564866,0.853041,-0.654666,1.564866
0.9200,0.857327,-0.658736,1.565996,0.857326,-0.658735,1.565995
0.9250,0.861576,-0.662772,1.567118,0.861575,-0.662771,1.567118
0.9300,0.865789,-0.666775,1.568234,0.865788,-0.666774,1.568233
0.9350,0.869965,-0.670745,1.569343,0.869964,-0.670743,1.569342
0.9400,0.874106,-0.674681,1.570444,0.874104,-0.674680,1.570444
0.9450,0.878210,-0.678585,1.571540,0.878209,-0.678584,1.571539
0.9500,0.882280,-0.682456,1.572628,0.882278,-0.682455,1.572627
0.9550,0.886313,-0.686295,1.573710,0.886312,-0.686294,1.573710
0.9600,0.890312,-0.690102,1.574786,0.890311,-0.690101,1.574785
0.9650,0.894276,-0.693877,1.575856,0.894274,-0.693876,1.575855
0.9700,0.898205,-0.697620,1.576919,0.898203,-0.697619,1.576918
0.9750,0.902099,-0.701332,1.577976,0.902097,-0.701330,1.577975
0.9800,0.905959,-0.705012,1.579027,0.905958,-0.705010,1.579026
0.9850,0.909785,-0.708661,1.580072,0.909783,-0.708659,1.580071
0.9900,0.913577,-0.712279,1.581112,0.913575,-0.712277,1.581111
0.9950,0.917335,-0.715866,1.582145,0.917333,-0.715864,1.582144
1.0000,0.921060,-0.719422,1.583173,0.921058,-0.719421,1.583172
1.0050,0.924751,-0.722948,1.584195,0.924749,-0.722947,1.584194
1.0100,0.928409,-0.726444,1.585211,0.928408,-0.726443,1.585210
1.0150,0.932034,-0.729910,1.586223,0.932033,-0.729908,1.586221
1.0200,0.935627,-0.733346,1.587228,0.935625,-0.733344,1.587227
1.0250,0.939187,-0.736752,1.588228,0.939185,-0.736750,1.588227
1.0300,0.942714,-0.740128,1.589223,0.942713,-0.740127,1.589222
1.0350,0.946210,-0.743475,1.590213,0.946208,-0.743474,1.590212
1.0400,0.949673,-0.746794,1.591198,0.949671,-0.746792,1.591196
1.0450,0.953105,-0.750083,1.592177,0.953103,-0.750081,1.592176
1.0500,0.956505,-0.753343,1.593151,0.956503,-0.753341,1.593150
1.0550,0.959873,-0.756574,1.594121,0.959872,-0.756573,1.594120
1.0600,0.963211,-0.759778,1.595085,0.963209,-0.759776,1.595084
1.0650,0.966517,-0.762952,1.596045,0.966516,-0.762951,1.596043
1.0700,0.969793,-0.766099,1.596999,0.969791,-0.766098,1.596998
1.0750,0.973038,-0.769218,1.597949,0.973036,-0.769216,1.597948
1.0800,0.976253,-0.772309,1.598894,0.976251,-0.772307,1.598893
1.0850,0.979437,-0.775372,1.599835,0.979435,-0.775371,1.599833
1.0900,0.982591,-0.778408,1.600770,0.982590,-0.778406,1.600769
