t,rs_x,rs_y,rs_z,py_x,py_y,py_z
1.0400,0.674722,-0.074720,1.448166,0.674739,-0.074723,1.448159
1.0450,0.675631,-0.073200,1.449392,0.675648,-0.073203,1.449385
1.0500,0.676500,-0.071666,1.450626,0.676517,-0.071669,1.450619
1.0550,0.677329,-0.070120,1.451867,0.677347,-0.070123,1.451860
1.0600,0.678119,-0.068560,1.453116,0.678137,-0.068563,1.453109
1.0650,0.678870,-0.066986,1.454372,0.678888,-0.066989,1.454365
1.0700,0.679584,-0.065400,1.455636,0.679602,-0.065403,1.455629
1.0750,0.680260,-0.063801,1.456907,0.680279,-0.063804,1.456900
1.0800,0.680899,-0.062188,1.458185,0.680919,-0.062191,1.458178
1.0850,0.681503,-0.060563,1.459470,0.681522,-0.060566,1.459463
1.0900,0.682071,-0.058924,1.460762,0.682091,-0.058927,1.460755
1.0950,0.682604,-0.057273,1.462062,0.682624,-0.057276,1.462055
1.1000,0.683103,-0.055609,1.463369,0.683123,-0.055612,1.463362
1.1050,0.683568,-0.053932,1.464683,0.683588,-0.053935,1.464676
1.1100,0.684000,-0.052243,1.466004,0.684020,-0.052246,1.465997
1.1150,0.684399,-0.050541,1.467332,0.684419,-0.050544,1.467325
1.1200,0.684766,-0.048827,1.468667,0.684787,-0.048830,1.468660
1.1250,0.685101,-0.047100,1.470009,0.685122,-0.047103,1.470002
1.1300,0.685405,-0.045361,1.471357,0.685427,-0.045364,1.471350
1.1350,0.685679,-0.043610,1.472713,0.685701,-0.043613,1.472706
1.1400,0.685923,-0.041846,1.474076,0.685945,-0.041850,1.474069
1.1450,0.686138,-0.040071,1.475445,0.686160,-0.040074,1.475438
1.1500,0.686323,-0.038284,1.476821,0.686345,-0.038287,1.476814
1.1550,0.686480,-0.036484,1.478204,0.686503,-0.036488,1.478197
1.1600,0.686609,-0.034673,1.479594,0.686632,-0.034677,1.479587
1.1650,0.686711,-0.032850,1.480990,0.686734,-0.032854,1.480983
1.1700,0.686785,-0.031016,1.482393,0.686808,-0.031019,1.482386
1.1750,0.686833,-0.029170,1.483803,0.686857,-0.029174,1.483795
1.1800,0.686855,-0.027313,1.485219,0.686879,-0.027316,1.485211
1.1850,0.686852,-0.025444,1.486641,0.686876,-0.025447,1.486634
