t,rs_x,rs_y,rs_z,py_x,py_y,py_z
1.2350,1.544943,-0.468962,2.038128,1.544942,-0.468962,2.038128
1.2400,1.547013,-0.467779,2.037898,1.547013,-0.467779,2.037898
1.2450,1.549033,-0.466576,2.037655,1.549033,-0.466576,2.037655
1.2500,1.551004,-0.465353,2.037398,1.551004,-0.465353,2.037398
1.2550,1.552925,-0.464111,2.037128,1.552925,-0.464111,2.037128
1.2600,1.554797,-0.462850,2.036845,1.554796,-0.462850,2.036845
1.2650,1.556619,-0.461570,2.036548,1.556619,-0.461569,2.036548
1.2700,1.558393,-0.460270,2.036239,1.558393,-0.460270,2.036239
1.2750,1.560119,-0.458953,2.035917,1.560119,-0.458953,2.035917
1.2800,1.561796,-0.457617,2.035582,1.561796,-0.457617,2.035582
1.2850,1.563426,-0.456262,2.035234,1.563426,-0.456262,2.035234
1.2900,1.565008,-0.454890,2.034873,1.565008,-0.454890,2.034873
1.2950,1.566543,-0.453500,2.034499,1.566543,-0.453500,2.034499
1.3000,1.568030,-0.452092,2.034113,1.568030,-0.452092,2.034113
1.3050,1.569471,-0.450667,2.033715,1.569471,-0.450667,2.033715
1.3100,1.570865,-0.449225,2.033304,1.570865,-0.449225,2.033304
1.3150,1.572214,-0.447766,2.032881,1.572213,-0.447766,2.032881
1.3200,1.573516,-0.446290,2.032445,1.573516,-0.446290,2.032445
1.3250,1.574772,-0.444797,2.031997,1.574772,-0.444797,2.031997
1.3300,1.575983,-0.443288,2.031537,1.575983,-0.443288,2.031537
1.3350,1.577149,-0.441763,2.031064,1.577149,-0.441763,2.031064
1.3400,1.578270,-0.440222,2.030580,1.578270,-0.440222,2.030580
1.3450,1.579347,-0.438665,2.030084,1.579347,-0.438665,2.030084
1.3500,1.580379,-0.437093,2.029576,1.580379,-0.437093,2.029576
1.3550,1.581368,-0.435505,2.029056,1.581367,-0.435505,2.029056
1.3600,1.582312,-0.433902,2.028524,1.582312,-0.433902,2.028524
1.3650,1.583213,-0.432284,2.027981,1.583213,-0.432284,2.027981
1.3700,1.584071,-0.430651,2.027426,1.584071,-0.430651,2.027426
1.3750,1.584886,-0.429004,2.026859,1.584886,-0.429004,2.026859
1.3800,1.585659,-0.427342,2.026281,1.585658,-0.427342,2.026281
1.3850,1.586389,-0.425667,2.025692,1.586389,-0.425667,2.025692
1.3900,1.587077,-0.423977,2.025091,1.587077,-0.423977,2.025091
1.3950,1.587723,-0.422273,2.024479,1.587723,-0.422273,2.024479
1.4000,1.588328,-0.420556,2.023856,1.588327,-0.420556,2.023856
1.4050,1.588891,-0.418826,2.023221,1.588891,-0.418826,2.023221
1.4100,1.589414,-0.417082,2.022576,1.589414,-0.417082,2.022576
1.4150,1.589896,-0.415326,2.021919,1.589895,-0.415326,2.021919
1.4200,1.590337,-0.413556,2.021252,1.590337,-0.413556,2.021252
1.4250,1.590738,-0.411774,2.020574,1.590738,-0.411774,2.020574
1.4300,1.591100,-0.409980,2.019885,1.591100,-0.409980,2.019885
1.4350,1.591422,-0.408174,2.019185,1.591422,-0.408174,2.019185
1.4400,1.591705,-0.406355,2.018474,1.591705,-0.406355,2.018474
1.4450,1.591949,-0.404525,2.017753,1.591949,-0.404525,2.017753
1.4500,1.592154,-0.402683,2.017022,1.592154,-0.402683,2.017022
1.4550,1.592321,-0.400830,2.016280,1.592320,-0.400830,2.016280
1.4600,1.592449,-0.398966,2.015527,1.592449,-0.398966,2.015527
1.4650,1.592540,-0.397091,2.014765,1.592540,-0.397091,2.014765
1.4700,1.592593,-0.395205,2.013992,1.592593,-0.395205,2.013992
1.4750,1.592609,-0.393308,2.013208,1.592609,-0.393308,2.013208
1.4800,1.592588,-0.391401,2.012415,1.592587,-0.391401,2.012415
1.4850,1.592530,-0.389484,2.011612,1.592530,-0.389484,2.011612
1.4900,1.592435,-0.387556,2.010798,1.592435,-0.387556,2.010798
1.4950,1.592305,-0.385619,2.009975,1.592305,-0.385619,2.009975
1.5000,1.592139,-0.383672,2.009142,1.592138,-0.383672,2.009142
1.5050,1.591937,-0.381716,2.008299,1.591937,-0.381716,2.008299
1.5100,1.591699,-0.379751,2.007446,1.591699,-0.379750,2.007446
1.5150,1.591427,-0.377776,2.006583,1.591427,-0.377776,2.006583
1.5200,1.591120,-0.375792,2.005711,1.591120,-0.375792,2.005711
1.5250,1.590779,-0.373800,2.004829,1.590778,-0.373800,2.004829
1.5300,1.590403,-0.371799,2.003938,1.590403,-0.371799,2.003938
1.5350,1.589993,-0.369790,2.003037,1.589993,-0.369790,2.003037
1.5400,1.589550,-0.367773,2.002127,1.589550,-0.367773,2.002127
1.5450,1.589073,-0.365747,2.001208,1.589073,-0.365747,2.001208
1.5500,1.588564,-0.363714,2.000279,1.588564,-0.363714,2.000279
1.5550,1.588021,-0.361673,1.999341,1.588021,-0.361673,1.999341
1.5600,1.587446,-0.359625,1.998394,1.587446,-0.359625,1.998394
1.5650,1.586839,-0.357570,1.997437,1.586839,-0.357570,1.997437
1.5700,1.586200,-0.355507,1.996472,1.586200,-0.355507,1.996472
1.5750,1.585529,-0.353437,1.995498,1.585529,-0.353437,1.995498
1.5800,1.584827,-0.351361,1.994514,1.584827,-0.351361,1.994514
1.5850,1.584093,-0.349278,1.993522,1.584093,-0.349278,1.993522
1.5900,1.583329,-0.347188,1.992521,1.583329,-0.347188,1.992521
1.5950,1.582534,-0.345092,1.991512,1.582534,-0.345092,1.991512
1.6000,1.581709,-0.342991,1.990493,1.581709,-0.342990,1.990493
1.6050,1.580854,-0.340883,1.989466,1.580854,-0.340883,1.989466
